# columns = ['i', 'j', 'weight']
0.0	0.0	4.3957574755045465e-06
1.0	0.0	5.239306557353532e-06
2.0	0.0	4.574183093325853e-06
3.0	0.0	3.4382723724567633e-06
4.0	0.0	5.5195862364650856e-06
5.0	0.0	4.283345853179417e-06
6.0	0.0	6.557877477794288e-06
7.0	0.0	5.407935312066533e-06
8.0	0.0	3.936946154755994e-06
9.0	0.0	5.736061545301416e-06
10.0	0.0	5.108268014506436e-06
11.0	0.0	6.189755977167118e-06
12.0	0.0	3.987758702823598e-06
13.0	0.0	6.375661687751452e-06
14.0	0.0	5.729027461705609e-06
15.0	0.0	3.956605520420098e-06
16.0	0.0	4.293832004926071e-06
17.0	0.0	5.0663537165468095e-06
18.0	0.0	5.906280254056204e-06
19.0	0.0	5.080037449423963e-06
20.0	0.0	4.5090349406240825e-06
21.0	0.0	4.322874627357526e-06
22.0	0.0	4.255654273900972e-06
23.0	0.0	5.060393940006727e-06
24.0	0.0	6.10063194800635e-06
25.0	0.0	5.381489635230401e-06
26.0	0.0	6.055525551098587e-06
27.0	0.0	4.360226232983884e-06
28.0	0.0	6.3719159319201025e-06
29.0	0.0	3.441559941847645e-06
30.0	0.0	5.70186184741757e-06
31.0	0.0	5.176670139979632e-06
32.0	0.0	4.289640052715541e-06
33.0	0.0	4.51260101712943e-06
34.0	0.0	5.556370728315347e-06
35.0	0.0	5.806795688333511e-06
36.0	0.0	4.6535941907238414e-06
37.0	0.0	3.9821631014992705e-06
38.0	0.0	5.256356375946702e-06
39.0	0.0	3.36891720883734e-06
40.0	0.0	7.3753055874475175e-06
41.0	0.0	4.2039516318014044e-06
42.0	0.0	5.888579630842813e-06
43.0	0.0	5.572262776826928e-06
44.0	0.0	6.2742598052165906e-06
45.0	0.0	3.628499513356741e-06
46.0	0.0	5.249606034444145e-06
47.0	0.0	5.896779986444059e-06
48.0	0.0	4.694264690260027e-06
49.0	0.0	5.905700505224757e-06
50.0	0.0	4.624225310542247e-06
51.0	0.0	6.190265520060921e-06
52.0	0.0	5.6086766876482165e-06
53.0	0.0	5.487956333093038e-06
54.0	0.0	4.16186249426439e-06
55.0	0.0	4.252528550374204e-06
56.0	0.0	4.520333746513662e-06
57.0	0.0	5.30141419042865e-06
58.0	0.0	4.5967920238584215e-06
59.0	0.0	4.469023669187666e-06
60.0	0.0	3.933958176403689e-06
61.0	0.0	4.088571659772954e-06
62.0	0.0	4.72049063123689e-06
63.0	0.0	5.794660932574955e-06
64.0	0.0	4.4871441519624306e-06
65.0	0.0	4.45113110326604e-06
66.0	0.0	3.6695580374788723e-06
67.0	0.0	5.093661766998898e-06
68.0	0.0	5.678774840082742e-06
69.0	0.0	5.623652443748202e-06
70.0	0.0	5.630475522028818e-06
71.0	0.0	6.489656949288648e-06
72.0	0.0	4.812904887202412e-06
73.0	0.0	6.020897422662637e-06
74.0	0.0	5.64793523656908e-06
75.0	0.0	4.4745564992476e-06
76.0	0.0	6.170707442276783e-06
77.0	0.0	5.973704863379171e-06
78.0	0.0	4.416590208015462e-06
79.0	0.0	5.192040066044097e-06
80.0	0.0	5.082559186038109e-06
81.0	0.0	4.530774800026541e-06
82.0	0.0	3.448149764150941e-06
83.0	0.0	6.643307522524077e-06
84.0	0.0	6.394501566330598e-06
85.0	0.0	5.832825813438358e-06
86.0	0.0	5.5057612891905286e-06
87.0	0.0	5.925029439529904e-06
88.0	0.0	5.558224046955336e-06
89.0	0.0	4.621572275478994e-06
90.0	0.0	4.697057760090753e-06
91.0	0.0	4.228946236821541e-06
92.0	0.0	6.0147757982421185e-06
93.0	0.0	5.24977946570078e-06
94.0	0.0	5.377445949947305e-06
95.0	0.0	5.008268894932568e-06
96.0	0.0	4.4589354647788024e-06
97.0	0.0	4.270788689483202e-06
98.0	0.0	4.626538139779798e-06
99.0	0.0	2.025901558065322e-06
100.0	0.0	5.574475243024223e-06
101.0	0.0	6.34698954393914e-06
102.0	0.0	6.57481246387626e-06
103.0	0.0	5.040106543975524e-06
104.0	0.0	5.0143607065898206e-06
105.0	0.0	3.4922671887249984e-06
106.0	0.0	5.985575889280583e-06
107.0	0.0	5.421108060027624e-06
108.0	0.0	4.718092011654872e-06
109.0	0.0	3.993491320824869e-06
110.0	0.0	6.623129512621079e-06
111.0	0.0	4.739482647304924e-06
112.0	0.0	4.669363438428377e-06
113.0	0.0	4.956228321640658e-06
114.0	0.0	5.54389959773922e-06
115.0	0.0	4.5244453076875565e-06
116.0	0.0	4.48789328327444e-06
117.0	0.0	5.823880441198864e-06
118.0	0.0	4.375834550777369e-06
119.0	0.0	6.2697932308784425e-06
120.0	0.0	5.142098366596429e-06
121.0	0.0	5.686844068591264e-06
122.0	0.0	3.951398989349156e-06
123.0	0.0	3.579063679922781e-06
124.0	0.0	4.200102314156986e-06
125.0	0.0	5.235438755484936e-06
126.0	0.0	4.386673423486222e-06
127.0	0.0	6.580828351594074e-06
128.0	0.0	6.740599014380335e-06
129.0	0.0	5.147695129278163e-06
130.0	0.0	3.509393958782108e-06
131.0	0.0	7.176234791905162e-06
132.0	0.0	4.33368170374266e-06
133.0	0.0	4.455810628772213e-06
134.0	0.0	2.9123342613545283e-06
135.0	0.0	5.306550939261953e-06
136.0	0.0	5.675071047425098e-06
137.0	0.0	5.423343648753028e-06
138.0	0.0	5.003448614239404e-06
139.0	0.0	5.739601552061717e-06
140.0	0.0	4.8233684792324385e-06
0.0	1.0	4.8475607145722635e-06
1.0	1.0	5.839479819526001e-06
2.0	1.0	3.6558627763898e-06
3.0	1.0	1.9272715678669584e-05
4.0	1.0	9.581918005852782e-06
5.0	1.0	0.0
6.0	1.0	0.0
7.0	1.0	0.0
8.0	1.0	0.0
9.0	1.0	6.240701692618729e-06
10.0	1.0	4.199315551107176e-06
11.0	1.0	1.1169075930070131e-05
12.0	1.0	6.785387743963433e-05
13.0	1.0	0.0
14.0	1.0	3.5005847121581976e-05
15.0	1.0	0.0
16.0	1.0	0.000928794180076693
17.0	1.0	0.0
18.0	1.0	0.0
19.0	1.0	0.0
20.0	1.0	0.0
