# columns = ['i', 'j', 'w', 'e', 'i', 'g', 'h', 't']
2.0	0.0	0.005
0.0	0.0	0.075
1.0	0.0	0.05
3.0	1.0	0.005
2.0	1.0	0.05
1.0	1.0	0.075
0.0	1.0	0.05
1.0	2.0	0.05
2.0	2.0	0.075
3.0	2.0	0.05
0.0	2.0	0.005
4.0	2.0	0.005
2.0	3.0	0.05
4.0	3.0	0.05
5.0	3.0	0.005
3.0	3.0	0.075
1.0	3.0	0.005
5.0	4.0	0.05
4.0	4.0	0.075
6.0	4.0	0.005
3.0	4.0	0.05
2.0	4.0	0.005
3.0	5.0	0.005
4.0	5.0	0.05
7.0	5.0	0.005
5.0	5.0	0.075
6.0	5.0	0.05
4.0	6.0	0.005
7.0	6.0	0.05
6.0	6.0	0.075
8.0	6.0	0.005
5.0	6.0	0.05
8.0	7.0	0.05
7.0	7.0	0.075
9.0	7.0	0.005
6.0	7.0	0.05
5.0	7.0	0.005
7.0	8.0	0.05
8.0	8.0	0.075
9.0	8.0	0.05
6.0	8.0	0.005
10.0	8.0	0.005
7.0	9.0	0.005
8.0	9.0	0.05
10.0	9.0	0.05
11.0	9.0	0.005
9.0	9.0	0.075
11.0	10.0	0.05
10.0	10.0	0.075
12.0	10.0	0.005
9.0	10.0	0.05
8.0	10.0	0.005
13.0	11.0	0.005
9.0	11.0	0.005
11.0	11.0	0.075
10.0	11.0	0.05
12.0	11.0	0.05
13.0	12.0	0.05
12.0	12.0	0.075
14.0	12.0	0.005
11.0	12.0	0.05
10.0	12.0	0.005
15.0	13.0	0.005
11.0	13.0	0.005
13.0	13.0	0.075
14.0	13.0	0.05
12.0	13.0	0.05
16.0	14.0	0.005
15.0	14.0	0.05
14.0	14.0	0.075
12.0	14.0	0.005
13.0	14.0	0.05
17.0	15.0	0.005
16.0	15.0	0.05
15.0	15.0	0.075
14.0	15.0	0.05
13.0	15.0	0.005
15.0	16.0	0.05
14.0	16.0	0.005
16.0	16.0	0.075
17.0	16.0	0.05
18.0	16.0	0.005
18.0	17.0	0.05
16.0	17.0	0.05
19.0	17.0	0.005
17.0	17.0	0.075
15.0	17.0	0.005
19.0	18.0	0.05
18.0	18.0	0.075
20.0	18.0	0.005
17.0	18.0	0.05
16.0	18.0	0.005
17.0	19.0	0.005
18.0	19.0	0.05
19.0	19.0	0.075
20.0	19.0	0.05
21.0	19.0	0.005
18.0	20.0	0.005
19.0	20.0	0.05
22.0	20.0	0.005
20.0	20.0	0.075
21.0	20.0	0.05
22.0	21.0	0.05
21.0	21.0	0.075
23.0	21.0	0.005
20.0	21.0	0.05
19.0	21.0	0.005
20.0	22.0	0.005
22.0	22.0	0.075
23.0	22.0	0.05
21.0	22.0	0.05
24.0	22.0	0.005
21.0	23.0	0.005
22.0	23.0	0.05
25.0	23.0	0.005
23.0	23.0	0.075
24.0	23.0	0.05
26.0	24.0	0.005
25.0	24.0	0.05
24.0	24.0	0.075
23.0	24.0	0.05
22.0	24.0	0.005
23.0	25.0	0.005
27.0	25.0	0.005
25.0	25.0	0.075
26.0	25.0	0.05
24.0	25.0	0.05
24.0	26.0	0.005
27.0	26.0	0.05
26.0	26.0	0.075
28.0	26.0	0.005
25.0	26.0	0.05
26.0	27.0	0.05
25.0	27.0	0.005
27.0	27.0	0.075
29.0	27.0	0.005
28.0	27.0	0.05
29.0	28.0	0.05
28.0	28.0	0.075
30.0	28.0	0.005
27.0	28.0	0.05
26.0	28.0	0.005
27.0	29.0	0.005
31.0	29.0	0.005
29.0	29.0	0.075
30.0	29.0	0.05
28.0	29.0	0.05
28.0	30.0	0.005
32.0	30.0	0.005
31.0	30.0	0.05
30.0	30.0	0.075
29.0	30.0	0.05
30.0	31.0	0.05
29.0	31.0	0.005
31.0	31.0	0.075
32.0	31.0	0.05
33.0	31.0	0.005
33.0	32.0	0.05
31.0	32.0	0.05
34.0	32.0	0.005
32.0	32.0	0.075
30.0	32.0	0.005
34.0	33.0	0.05
33.0	33.0	0.075
35.0	33.0	0.005
32.0	33.0	0.05
31.0	33.0	0.005
32.0	34.0	0.005
33.0	34.0	0.05
36.0	34.0	0.005
34.0	34.0	0.075
35.0	34.0	0.05
33.0	35.0	0.005
36.0	35.0	0.05
35.0	35.0	0.075
37.0	35.0	0.005
34.0	35.0	0.05
37.0	36.0	0.05
35.0	36.0	0.05
34.0	36.0	0.005
36.0	36.0	0.075
38.0	36.0	0.005
38.0	37.0	0.05
39.0	37.0	0.005
37.0	37.0	0.075
36.0	37.0	0.05
35.0	37.0	0.005
36.0	38.0	0.005
40.0	38.0	0.005
38.0	38.0	0.075
39.0	38.0	0.05
37.0	38.0	0.05
37.0	39.0	0.005
41.0	39.0	0.005
40.0	39.0	0.05
39.0	39.0	0.075
38.0	39.0	0.05
39.0	40.0	0.05
38.0	40.0	0.005
40.0	40.0	0.075
41.0	40.0	0.05
42.0	40.0	0.005
42.0	41.0	0.05
40.0	41.0	0.05
43.0	41.0	0.005
41.0	41.0	0.075
39.0	41.0	0.005
43.0	42.0	0.05
42.0	42.0	0.075
44.0	42.0	0.005
41.0	42.0	0.05
40.0	42.0	0.005
41.0	43.0	0.005
43.0	43.0	0.075
44.0	43.0	0.05
42.0	43.0	0.05
45.0	43.0	0.005
42.0	44.0	0.005
43.0	44.0	0.05
46.0	44.0	0.005
44.0	44.0	0.075
45.0	44.0	0.05
47.0	45.0	0.005
46.0	45.0	0.05
45.0	45.0	0.075
43.0	45.0	0.005
44.0	45.0	0.05
48.0	46.0	0.005
44.0	46.0	0.005
46.0	46.0	0.075
47.0	46.0	0.05
45.0	46.0	0.05
48.0	47.0	0.05
47.0	47.0	0.075
45.0	47.0	0.005
46.0	47.0	0.05
49.0	47.0	0.005
50.0	48.0	0.005
46.0	48.0	0.005
49.0	48.0	0.05
48.0	48.0	0.075
47.0	48.0	0.05
50.0	49.0	0.05
49.0	49.0	0.075
51.0	49.0	0.005
48.0	49.0	0.05
47.0	49.0	0.005
48.0	50.0	0.005
49.0	50.0	0.05
50.0	50.0	0.075
51.0	50.0	0.05
52.0	50.0	0.005
49.0	51.0	0.005
53.0	51.0	0.005
52.0	51.0	0.05
51.0	51.0	0.075
50.0	51.0	0.05
51.0	52.0	0.05
52.0	52.0	0.075
53.0	52.0	0.05
50.0	52.0	0.005
54.0	52.0	0.005
54.0	53.0	0.05
52.0	53.0	0.05
55.0	53.0	0.005
53.0	53.0	0.075
51.0	53.0	0.005
56.0	54.0	0.005
55.0	54.0	0.05
54.0	54.0	0.075
53.0	54.0	0.05
52.0	54.0	0.005
57.0	55.0	0.005
53.0	55.0	0.005
54.0	55.0	0.05
55.0	55.0	0.075
56.0	55.0	0.05
58.0	56.0	0.005
57.0	56.0	0.05
56.0	56.0	0.075
54.0	56.0	0.005
55.0	56.0	0.05
56.0	57.0	0.05
59.0	57.0	0.005
55.0	57.0	0.005
57.0	57.0	0.075
58.0	57.0	0.05
59.0	58.0	0.05
58.0	58.0	0.075
60.0	58.0	0.005
57.0	58.0	0.05
56.0	58.0	0.005
61.0	59.0	0.005
58.0	59.0	0.05
57.0	59.0	0.005
59.0	59.0	0.075
60.0	59.0	0.05
61.0	60.0	0.05
60.0	60.0	0.075
62.0	60.0	0.005
59.0	60.0	0.05
58.0	60.0	0.005
63.0	61.0	0.005
59.0	61.0	0.005
61.0	61.0	0.075
62.0	61.0	0.05
60.0	61.0	0.05
64.0	62.0	0.005
63.0	62.0	0.05
62.0	62.0	0.075
60.0	62.0	0.005
61.0	62.0	0.05
65.0	63.0	0.005
64.0	63.0	0.05
63.0	63.0	0.075
62.0	63.0	0.05
61.0	63.0	0.005
63.0	64.0	0.05
62.0	64.0	0.005
64.0	64.0	0.075
65.0	64.0	0.05
66.0	64.0	0.005
66.0	65.0	0.05
64.0	65.0	0.05
67.0	65.0	0.0017666335791115637
65.0	65.0	0.05
63.0	65.0	0.005
68.0	66.0	0.00499791727408836
67.0	66.0	0.048196667222095736
66.0	66.0	0.042786668888598486
65.0	66.0	0.05
64.0	66.0	0.005
65.0	67.0	0.005
67.0	67.0	0.046001666180700666
68.0	67.0	0.04819666722210163
66.0	67.0	0.034006664723020816
69.0	67.0	0.004997917274088354
66.0	68.0	0.018202461094850828
67.0	68.0	0.04819666722212186
70.0	68.0	0.0074166922917271155
68.0	68.0	0.046001666180702075
69.0	68.0	0.04819666722210154
71.0	69.0	0.007416692291727149
70.0	69.0	0.04600166618068151
69.0	69.0	0.04600166618070186
68.0	69.0	0.04819666722212187
67.0	69.0	0.0059995834547979816
68.0	70.0	0.007950833194444815
72.0	70.0	0.004997917274060352
70.0	70.0	0.04600166618068868
71.0	70.0	0.048196667222087715
69.0	70.0	0.046001666180709784
69.0	71.0	0.007950833194432029
72.0	71.0	0.048196667222072095
71.0	71.0	0.046001666180674076
73.0	71.0	0.004997917274044061
70.0	71.0	0.048196667222095216
71.0	72.0	0.04819666722209526
70.0	72.0	0.005999583454772656
72.0	72.0	0.04600166618067388
74.0	72.0	0.007416692291694628
73.0	72.0	0.048196667222072144
74.0	73.0	0.04600166618063271
73.0	73.0	0.04600166618065773
75.0	73.0	0.007416692291675586
72.0	73.0	0.04819666722207964
71.0	73.0	0.00599958345475805
72.0	74.0	0.007950833194402592
73.0	74.0	0.04600166618066565
76.0	74.0	0.004997917274006265
74.0	74.0	0.04600166618063988
75.0	74.0	0.04819666722203615
73.0	75.0	0.007950833194402625
76.0	75.0	0.048196667222036194
75.0	75.0	0.04600166618063969
77.0	75.0	0.004997917274006357
74.0	75.0	0.048196667222062735
77.0	76.0	0.04819666722201541
76.0	76.0	0.046001666180619925
78.0	76.0	0.0074166922916316744
75.0	76.0	0.048196667222043695
74.0	76.0	0.005999583454723847
76.0	77.0	0.048196667222043736
77.0	77.0	0.04600166618061997
78.0	77.0	0.04600166618059077
75.0	77.0	0.005999583454723656
79.0	77.0	0.007416692291631627
76.0	78.0	0.007950833194366685
77.0	78.0	0.0460016661806279
79.0	78.0	0.04819666722199218
80.0	78.0	0.00499791727396019
78.0	78.0	0.046001666180597936
80.0	79.0	0.04819666722196688
79.0	79.0	0.04600166618057366
81.0	79.0	0.00952021983558012
78.0	79.0	0.04819666722199978
77.0	79.0	0.007950833194345901
82.0	80.0	0.0050940752532526315
78.0	80.0	0.009186328652592822
81.0	80.0	0.04729500083286143
80.0	80.0	0.04700124963540291
79.0	80.0	0.04864750041647725
82.0	81.0	0.04819666722190079
83.0	81.0	0.0049979172738710545
81.0	81.0	0.042003332361064294
80.0	81.0	0.048196667221974424
79.0	81.0	0.005999583454657608
80.0	82.0	0.00828887051571312
81.0	82.0	0.047295000832891655
84.0	82.0	0.006101219839115387
82.0	82.0	0.04700124963534653
83.0	82.0	0.0486475004163851
81.0	83.0	0.00952021983558012
84.0	83.0	0.048196667221873095
83.0	83.0	0.046001666180484665
85.0	83.0	0.004997917273834847
82.0	83.0	0.04819666722191515
85.0	84.0	0.04819666722187308
83.0	84.0	0.04819666722191513
82.0	84.0	0.005999583454601424
84.0	84.0	0.046001666180484645
86.0	84.0	0.007416692291474629
86.0	85.0	0.04600166618040137
87.0	85.0	0.007416692291432519
85.0	85.0	0.046001666180448396
84.0	85.0	0.04819666722188063
83.0	85.0	0.005999583454568622
84.0	86.0	0.00795083319420358
88.0	86.0	0.004997917273750731
86.0	86.0	0.046001666180408546
87.0	86.0	0.04819666722179308
85.0	86.0	0.04600166618045633
85.0	87.0	0.010200966312291034
89.0	87.0	0.006028636192789428
88.0	87.0	0.04864750041627047
87.0	87.0	0.0470012496352376
86.0	87.0	0.04864750041632026
87.0	88.0	0.04819666722180063
86.0	88.0	0.005999583454492511
88.0	88.0	0.04600166618036417
89.0	88.0	0.0481966672217468
