{' n11762', 280, 80, 'n11761',-129.8055710922652,2703.287155435768,22.51528322597907}, 
{' n11761', 250, 105, 'n11596',-91.54815769897796,2664.2359070562347,10.468801497913155}, 
{' n11596', 213, 106, 'n11345',-95.1944289077348,2627.222396009591,8.042367626859154}, 
{' n11345', 202, 107, 'n11043',-111.03751102542182,2616.177034992404,5.324610453181419}, 
{' n11043', 189, 112, 'n10522',-116.56505117707799,2602.24864671522,7.3511797600231645}, 
{' n10522', 173, 120, 'n10486',-107.92791976200724,2584.3601028952216,14.90975744660523}, 
{' n10486', 139, 131, 'n9903',-90.0,2548.6249661248103,4.372153554476597}, 
{' n9903', 126, 131, 'n7647',-86.63353933657021,2535.6249661248103,14.046935127707535}, 
{' n7647', 109, 130, 'n6111',-57.264773727892404,2518.595579758884,15.516223649021384}, 
{' n6111', 95, 121, 'n5897',-23.198590513648185,2501.952262781791,18.256842388273725}, 
{' n5897', 80, 86, 'n4917',176.98721249581666,2463.8733972524715,5.760836899004557}, 
{' n4917', 81, 105, 'n2747',180.0,2444.847099662031,6.922762977340218}, 
{' n2747', 81, 117, 'n2220',168.23171106797935,2432.847099662031,7.291101926411339}, 
{' n2220', 86, 141, 'n2129',164.74488129694222,2408.3317983177685,10.785916693181615}, 
{' n2129', 92, 163, 'n2110',180.0,2385.5282898157857,6.0}, 
{' n2110', 92, 187, 'n2040',180.0,2361.5282898157857,9.0}, 
{' n2040', 92, 223, 'n2021',180.0,2325.5282898157857,8.75}, 
{' n2021', 92, 258, 'n2016',180.0,2290.5282898157857,3.75}, 
{' n2016', 92, 273, 'n2012',180.0,2275.5282898157857,7.090162641061188}, 
{' n2012', 92, 297, 'n1969',176.72951207681643,2251.5282898157857,9.854436712540242}, 
{' n1969', 94, 332, 'n1951',180.0,2216.4711935298697,13.806924375836996}, 
{' n1951', 94, 368, 'n1850',165.57922687248902,2180.4711935298697,13.841579875633322}, 
{' n1850', 103, 403, 'n1794',180.0,2144.332571530684,3.0}, 
{' n1794', 103, 415, 'n1781',180.0,2132.332571530684,4.0}, 
{' n1781', 103, 431, 'n1630',180.0,2116.332571530684,13.539954982680143}, 
{' n1630', 103, 455, 'n1408',157.38013505195957,2092.332571530684,12.99096948819684}, 
{' n1408', 108, 467, 'n1401',128.15722658736905,2079.332571530684,9.75385776374344}, 
{' n1401', 122, 478, 'n1183',112.24902365721238,2061.528077715919,13.35877338107315}, 
{' n1183', 144, 487, 'n1178',90.0,2037.7583490679099,6.192111458332448}, 
{' n1178', 164, 487, 'n1145',86.42366562500266,2017.7583490679099,5.199916343802798}, 
{' n1145', 180, 486, 'n1103',90.0,2001.7271295260284,6.0}, 
{' n1103', 204, 486, 'n1098',90.0,1977.7271295260284,7.0}, 
{' n1098', 232, 486, 'n1072',90.0,1949.7271295260284,5.981476302578268}, 
{' n1072', 249, 486, 'n1055',84.8055710922652,1932.7271295260284,10.015497065468713}, 
{' n1055', 282, 483, 'n1051',90.0,1899.5910464744666,7.0385011887618045}, 
{' n1051', 302, 483, 'n1042',96.11550356628541,1879.5910464744666,9.078565108926165}, 
{' n1042', 330, 486, 'n1040',90.0,1851.4307907938091,3.5}, 
{' n1040', 344, 486, 'n1035',90.0,1837.4307907938091,4.75}, 
{' n1035', 363, 486, 'n1031',90.0,1818.4307907938091,6.0}, 
{' n1031', 387, 486, 'n1023',90.0,1794.4307907938091,7.0}, 
{' n1023', 415, 486, 'n1022',90.0,1766.4307907938091,16.267136495450604}, 
{' n1022', 451, 486, 'n1017',111.80140948635182,1730.4307907938091,12.652301302585109}, 
{' n1017', 471, 494, 'n1011',90.0,1708.890131565271,3.763536680879511}, 
{' n1011', 483, 494, 'n998',92.29061004263853,1696.890131565271,6.488154592079717}, 
{' n998', 508, 495, 'n997',91.59114027119459,1671.8701395588776,9.53385164308275}, 
{' n997', 544, 496, 'n972',90.0,1635.8562533481393,3.0}, 
{' n972', 556, 496, 'n967',90.0,1623.8562533481393,13.309564269581799}, 
{' n967', 578, 496, 'n953',66.5713071912546,1601.8562533481393,15.983455631717707}, 
{' n953', 608, 483, 'n942',90.0,1569.1606878995956,9.0}, 
{' n942', 644, 483, 'n939',90.0,1533.1606878995956,8.361872259991623}, 
{' n939', 672, 483, 'n920',85.91438322002513,1505.1606878995956,10.911254473331205}, 
{' n920', 700, 481, 'n915',97.59464336859145,1477.089350204359,8.51004020116587}, 
{' n915', 730, 485, 'n911',94.76364169072617,1446.823858303516,7.60867785297154}, 
{' n911', 754, 487, 'n905',90.0,1422.7406691459314,3.25}, 
