{' n9938', 280, 80, 'n9937',-51.95295746817391,2977.0140989352512,9.39739508225955}, 
{' n9937', 257, 62, 'n9916',-58.240519915187214,2947.807935202231,12.34753124082276}, 
{' n9916', 236, 49, 'n9535',-76.7594800848128,2923.109757131774,8.99736578253291}, 
{' n9535', 202, 41, 'n9335',-75.96375653207353,2888.181258738628,16.0704519038569}, 
{' n9335', 174, 34, 'n9094',-102.52880770915151,2859.319519359304,15.433502992262607}, 
{' n9094', 156, 38, 'n8746',-135.0,2840.8804304447185,14.883949421286868}, 
{' n8746', 138, 56, 'n8326',-160.55996517182382,2815.4245863220026,4.6879629922379165}, 
{' n8326', 132, 73, 'n8301',-160.01689347810003,2797.396829944683,12.285453037664501}, 
{' n8301', 120, 106, 'n8050',-170.53767779197437,2762.282730212524,5.461289280569054}, 
{' n8050', 118, 118, 'n6065',-177.7974018382342,2750.1172051519275,6.7086252124859165}, 
{' n6065', 117, 144, 'n5633',-178.40885972880542,2724.097981489412,9.56325410334755}, 
{' n5633', 116, 180, 'n4261',-176.72951207681643,2688.084095278674,9.035983690409491}, 
{' n4261', 114, 215, 'n4038',-175.91438322002512,2653.026998992758,8.030967613451402}, 
{' n4038', 112, 243, 'n3826',-172.8749836510982,2624.9556612975216,9.586578403275622}, 
{' n3826', 109, 267, 'n3504',-162.25532837494308,2600.768888052626,9.831582358090303}, 
{' n3504', 101, 292, 'n3403',-152.4471884232822,2574.5200785558127,15.139451320710833}, 
{' n3403', 89, 315, 'n2639',-178.40885972880542,2548.577835013667,11.503183769227139}, 
{' n2639', 88, 351, 'n2510',-170.90972307917767,2512.5639488029287,10.363849258921306}, 
{' n2510', 84, 376, 'n2342',3.01278750418334,2487.2459710005846,6.467869031225039}, 
{' n2342', 85, 357, 'n2133',-2.121096396661443,2468.219673410144,8.415795250644216}, 
{' n2133', 84, 330, 'n2096',177.13759477388825,2441.2011612379315,5.9603811739957795}, 
{' n2096', 85, 350, 'n2092',180.0,2421.1761768434308,9.710034118051993}, 
{' n2092', 85, 378, 'n1887',171.86989764584402,2393.1761768434308,7.908398707821405}, 
{' n1887', 88, 399, 'n1886',164.05460409907712,2371.9629734078344,11.535298482966727}, 
{' n1886', 96, 427, 'n1834',176.82016988013575,2342.8425338507122,5.485496909803707}, 
{' n1834', 97, 445, 'n1770',173.8844964337146,2324.8147774733925,7.886453650593717}, 
{' n1770', 100, 473, 'n1672',176.42366562500266,2296.654521792735,5.199916343802798}, 
{' n1672', 101, 489, 'n1579',180.0,2280.6233022508536,17.987496324859393}, 
{' n1579', 101, 529, 'n1575',156.03751102542182,2240.6233022508536,17.682573054310836}, 
{' n1575', 105, 538, 'n1344',110.37643521383639,2230.7744444490577,13.7512169729421}, 
{' n1344', 140, 551, 'n1339',97.1250163489018,2193.438135043869,8.84938263435709}, 
{' n1339', 172, 555, 'n1312',94.76364169072617,2161.189104050675,16.764059438643617}, 
{' n1312', 208, 558, 'n1291',71.56505117707799,2125.064320314298,14.320051049640934}, 
{' n1291', 235, 549, 'n1222',93.17983011986423,2096.603821372783,12.632682638014055}, 
{' n1222', 271, 551, 'n1200',104.03624346792648,2060.548308618143,16.877768554244547}, 
{' n1200', 287, 555, 'n1190',65.77225468204583,2044.0558861156721,10.848809037798063}, 
{' n1190', 307, 546, 'n1176',81.86989764584403,2022.1241739162108,11.142974189909093}, 
{' n1176', 335, 542, 'n1172',94.08561677997488,1993.839902668749,16.751318312515583}, 
{' n1172', 363, 544, 'n1167',64.88516511385544,1965.7685649735124,17.206910152250998}, 
{' n1167', 395, 529, 'n1158',90.0,1930.4273708793678,8.0}, 
{' n1158', 427, 529, 'n1151',90.0,1898.4273708793678,9.678747822642162}, 
{' n1151', 447, 529, 'n1148',104.03624346792648,1878.4273708793678,18.529625146714615}, 
{' n1148', 459, 532, 'n1145',57.724355685422374,1866.0580540025148,16.376599368420266}, 
{' n1145', 478, 520, 'n1134',90.0,1843.5858489482705,4.829850973999716}, 
{' n1134', 494, 520, 'n1127',87.51044707800085,1827.5858489482705,7.115663281008581}, 
{' n1127', 517, 519, 'n1123',91.59114027119459,1804.564120081828,12.504677154623725}, 
{' n1123', 553, 520, 'n1120',102.0947570770121,1768.5502338710896,11.872299053604618}, 
{' n1120', 581, 526, 'n1098',87.95459151111278,1739.914591744537,11.146091400120506}, 
{' n1098', 609, 525, 'n1094',75.52970589993411,1711.896740292293,12.827336663479688}, 
{' n1094', 640, 517, 'n1080',90.0,1679.8811191051288,10.144982940974007}, 
{' n1080', 656, 517, 'n1077',108.43494882292202,1663.8811191051288,13.867807507524555}, 
{' n1077', 671, 522, 'n1076',78.69006752597979,1648.069730804287,12.982026097708257}, 
{' n1076', 691, 518, 'n1072',102.3390872783262,1627.6736527499158,8.927308218055728}, 
{' n1072', 723, 525, 'n1066',100.12467165539782,1594.9169740415975,9.531486803092637}, 
{' n1066', 751, 530, 'n1065',92.86240522611175,1566.4740487349418,5.9603811739957795}, 
{' n1065', 771, 531, 'n1053',90.0,1546.449064340441,9.0}, 
{' n1053', 807, 531, 'n1046',90.0,1510.449064340441,10.617771100659406}, 
